34009	0.50
5161	0.50
5162	0.50
5163	0.50
20114	0.50
20115	0.50
20504	0.50
101	0.50
102	0.50
103	0.50
104	0.50
105	0.50
106	0.50
107	0.50
108	0.50
109	0.50
110	0.50
111	0.50
112	0.50
113	0.50
114	0.50
115	0.50
131	0.50
132	0.50
133	0.50
134	0.50
135	0.50
136	0.50
137	0.50
138	0.50
139	0.50
140	0.50
141	0.50
142	0.50
143	0.50
144	0.50
151	0.50
152	0.50
153	0.50
154	0.50
155	0.50
171	0.50
172	0.50
173	0.50
174	0.50
175	0.50
176	0.50
177	0.50
178	0.50
179	0.50
180	0.50
181	0.50
182	0.50
183	0.50
184	0.50
185	0.50
191	0.50
192	0.50
193	0.45
194	0.50
301	0.50
302	0.50
303	0.50
304	0.50
331	0.50
332	0.50
333	0.50
334	0.50
351	0.50
352	0.50
353	0.50
534	0.50
391	0.50
392	0.50
393	0.50
394	0.50
395	0.50
369	0.50
397	0.50
398	0.50
401	0.50
402	0.75
403	0.50
404	0.50
405	0.50
406	0.50
431	0.50
432	0.50
433	0.50
434	0.50
435	0.50
436	0.50
451	0.50
452	0.50
453	0.50
454	0.50
455	0.50
456	0.50
491	0.50
492	0.50
493	0.50
494	0.50
501	0.50
502	0.50
503	0.50
504	0.50
531	0.50
532	0.50
533	0.50
534	0.50
551	0.50
552	0.50
553	0.50
554	0.50
591	0.50
595	0.50
601	0.50
602	0.50
603	0.50
604	0.50
631	0.50
632	0.50
633	0.50
634	0.50
635	0.50
636	0.50
637	0.50
651	0.50
652	0.50
653	0.50
654	0.50
655	0.50
656	0.50
657	0.50
691	0.50
692	0.50
701	0.50
702	0.50
703	0.50
704	0.50
705	0.50
706	0.50
707	0.50
731	0.50
732	0.50
733	0.50
734	0.50
735	0.50
736	0.50
737	0.50
751	0.50
752	0.50
753	0.50
754	0.50
755	0.50
756	0.50
757	0.50
771	0.50
772	0.50
773	0.50
774	0.50
775	0.50
776	0.50
777	0.50
791	0.50
792	0.50
901	0.50
902	0.50
903	0.50
904	0.50
905	0.50
906	0.50
907	0.50
931	0.50
932	0.50
933	0.50
934	0.50
935	0.50
936	0.50
937	0.50
991	0.50
992	0.50
993	0.50
1001	0.50
1002	0.50
1003	0.50
1004	0.50
1031	0.50
1032	0.50
1033	0.50
1034	0.50
1035	0.50
1036	0.50
1037	0.50
1038	0.50
1039	0.50
1040	0.50
1041	0.50
1061	0.50
1062	0.50
1063	0.50
1064	0.50
1065	0.50
1066	0.50
1067	0.50
1068	0.50
1069	0.50
1070	0.50
1071	0.50
1091	0.50
1092	0.50
1093	0.50
1191	0.50
1192	0.50
1093	0.50
1094	0.50
1095	0.50
1096	0.50
1101	0.50
1102	0.50
1103	0.50
1104	0.50
1105	0.50
1106	0.50
1107	0.50
1131	0.50
1132	0.50
1133	0.50
1134	0.50
1135	0.50
1136	0.50
1137	0.50
1151	0.50
1152	0.50
1153	0.50
1154	0.50
1155	0.50
1156	0.50
1157	0.50
1171	0.50
1172	0.50
1173	0.50
1174	0.50
1175	0.50
1176	0.50
1177	0.50
1191	0.50
1192	0.50
1301	0.50
1302	0.50
1303	0.50
1304	0.50
1305	0.50
1331	0.50
1332	0.50
1333	0.50
1334	0.50
1335	0.50
1401	0.50
1402	0.50
1403	0.50
1501	0.50
1502	0.50
1503	0.50
1601	0.50
1602	0.50
1603	0.50
1901	0.50
2001	0.50
2002	0.50
2003	0.50
2004	0.50
2005	0.50
2031	0.50
2032	0.50
2033	0.50
2034	0.50
2035	0.50
2036	0.50
2051	0.50
2052	0.50
2053	0.50
2054	0.50
2055	0.50
2061	0.50
2062	0.50
2063	0.50
2064	0.50
2065	0.50
2071	0.50
2072	0.50
2073	0.50
2074	0.50
2075	0.50
2076	0.50
2091	0.50
2092	0.50
2093	0.50
2094	0.50
2095	0.50
2101	0.50
2102	0.50
2103	0.50
2104	0.50
2105	0.50
2106	0.50
2107	0.50
2108	0.50
2131	0.50
2132	0.50
2133	0.50
2134	0.50
2135	0.50
2151	0.50
2152	0.50
2153	0.50
2154	0.50
2155	0.50
2156	0.50
2157	0.50
2158	0.50
2191	0.50
2192	0.50
2206	0.50
2207	0.50
2291	0.50
2301	0.50
2302	0.50
2303	0.50
2304	0.50
2305	0.50
2306	0.50
2307	0.50
2311	0.50
2312	0.50
2313	0.50
2314	0.50
2315	0.50
2401	0.50
2402	0.50
2403	0.50
2404	0.50
